Lat,Lng,Distance (meters),Distance (feet),Distance (miles),Elevation (meters),Elevation (feet),Slope (degrees),Aspect (degrees),Landcover,Canopy (percent),Linear Grade (percent)
37.2273214013933,-118.6278820037842,0,0,0.0,2852,9357,8,75,Forest,63,-4.46
37.22716223218344,-118.62772133927152,23,75,0.014125099429898022,2851,9354,6,87,Forest,51,-4.41
37.226911528874126,-118.62775200830907,51,167,0.031548468342320356,2851,9354,5,99,Forest,51,4.77
37.22673541219216,-118.62800409317724,80,264,0.050019258837446824,2852,9357,10,123,Forest,57,6.29
37.226628056685215,-118.62827295543191,107,352,0.06658499112977877,2853,9360,6,111,Forest,59,6.24
37.22649156304558,-118.62853090108557,135,442,0.08364296992370847,2854,9364,5,112,Forest,70,2.94
37.22623796165793,-118.62861299360965,164,537,0.1017580622898247,2855,9367,3,100,Forest,63,-1.36
37.22598518937512,-118.6285016841347,194,635,0.12028612793602683,2854,9364,8,83,Forest,63,-5.4
37.22590196958444,-118.62819716654289,222,729,0.1380185276584785,2854,9364,4,40,Forest,63,4.4
37.22573232247512,-118.62804675298717,245,805,0.15238279555596732,2856,9370,16,320,Forest,63,28.46
37.22563979701344,-118.62792897875443,260,853,0.1614953269431666,2860,9383,21,325,Forest,63,19.88
37.22540614488032,-118.62808014425366,289,949,0.1796756906992511,2865,9400,23,331,Forest,63,19.92
37.225198136341874,-118.62830375343249,320,1049,0.19861504255711612,2871,9419,21,332,Forest,56,22.57
37.22497177172415,-118.62846784781611,349,1144,0.21669407920701814,2877,9439,21,342,Forest,61,20.8
37.224948898551375,-118.62815652172932,376,1235,0.23391420303723104,2883,9459,22,334,Forest,61,20.63
37.22475396183975,-118.62835564197627,404,1327,0.2512950780032367,2888,9475,17,339,Forest,61,23.16
37.22473568275369,-118.62811237934727,426,1398,0.26475311471363433,2894,9495,21,321,Forest,51,20.88
37.22451197250823,-118.62820032461032,452,1484,0.28096771351651056,2899,9511,21,327,Forest,61,15.6
37.224316679510316,-118.62843776065293,482,1583,0.29976945193646226,2903,9524,20,336,Forest,65,14.01
37.22412270458911,-118.62867766173646,513,1682,0.31860083382297344,2909,9544,21,337,Forest,53,28.24
37.22389943332675,-118.62869244997037,538,1764,0.3340661035471757,2915,9564,21,336,Forest,54,21.55
37.22390983447565,-118.62837480688825,566,1856,0.3515763512101305,2921,9583,21,323,Forest,53,17.66
37.22371362211273,-118.62854500132538,592,1943,0.3680711161084242,2926,9600,20,338,Forest,54,16.65
37.22351817670666,-118.62878581798644,623,2043,0.38701046150400625,2931,9616,15,344,Forest,60,17.56
37.223322731424794,-118.62902663449445,653,2143,0.4059498189358636,2936,9633,10,24,Forest,63,18.84
37.22314858828973,-118.62889862763242,676,2217,0.41990712403568337,2941,9649,17,343,Forest,63,25.66
37.22296525547186,-118.62886220305312,696,2285,0.4327460835830364,2946,9665,15,334,Forest,66,33.04
37.222836502685816,-118.62871865234231,716,2348,0.4446553912571161,2951,9682,16,286,Forest,54,12.86
37.22263610580147,-118.6288334615098,740,2428,0.45989126906926575,2955,9695,17,326,Forest,71,11.95
37.222412618462975,-118.62903211692179,771,2528,0.47883062111162145,2960,9711,17,345,Forest,62,24.97
37.222208534209244,-118.62904280131386,793,2603,0.49295951116904907,2965,9728,17,358,Forest,60,18.39
37.22206122047965,-118.62929877952035,821,2695,0.5103555831332027,2970,9744,20,188,Forest,57,19.41
37.22182962208551,-118.62944445669555,850,2789,0.5282725547483578,2975,9760,7,346,Forest,67,16.11
